Date,Player_1,Player_2,Winner
2019-04-24,Carreno Busta P.,Paire B.,Paire B.
2019-04-24,Dimitrov G.,Verdasco F.,Dimitrov G.
2019-04-24,Shapovalov D.,Garin C.,Garin C.
2019-04-25,Medvedev D.,Mcdonald M.,Medvedev D.
2019-04-25,Auger-Aliassime F.,Nishikori K.,Nishikori K.
2019-04-25,Thiem D.,Munar J.,Thiem D.
2019-04-25,Dimitrov G.,Jarry N.,Jarry N.
2019-04-25,Nadal R.,Ferrer D.,Nadal R.
2019-04-25,Garin C.,Carballes Baena R.,Carballes Baena R.
2019-04-25,Struff J.L.,Tsitsipas S.,Struff J.L.
2019-04-25,Paire B.,Pella G.,Pella G.
2019-04-26,Medvedev D.,Jarry N.,Medvedev D.
2019-04-26,Carballes Baena R.,Nishikori K.,Nishikori K.
2019-04-26,Nadal R.,Struff J.L.,Nadal R.
2019-04-26,Pella G.,Thiem D.,Thiem D.
2019-04-27,Medvedev D.,Nishikori K.,Medvedev D.
2019-04-27,Nadal R.,Thiem D.,Thiem D.
2019-04-28,Thiem D.,Medvedev D.,Thiem D.
2019-04-22,Kukushkin M.,Berrettini M.,Berrettini M.
2019-04-22,Bedene A.,Tomic B.,Bedene A.
2019-04-22,Seppi A.,Krajinovic F.,Krajinovic F.
2019-04-22,Albot R.,Stakhovsky S.,Albot R.
2019-04-23,Harris L.,Gojowczyk P.,Gojowczyk P.
2019-04-23,Millman J.,Kecmanovic M.,Millman J.
2019-04-23,Gerasimov E.,Herbert P.H.,Herbert P.H.
2019-04-23,Balazs A.,Hurkacz H.,Balazs A.
2019-04-23,Fabbiano T.,Haase R.,Haase R.
2019-04-23,Djere L.,Gulbis E.,Djere L.
2019-04-24,Maden Y.,Cuevas P.,Cuevas P.
2019-04-24,Sinner J.,Valkusz M.,Sinner J.
2019-04-24,Millman J.,Balazs A.,Balazs A.
2019-04-24,Herbert P.H.,Bachinger M.,Herbert P.H.
2019-04-25,Albot R.,Krajinovic F.,Krajinovic F.
2019-04-25,Coric B.,Haase R.,Coric B.
2019-04-25,Bedene A.,Berrettini M.,Berrettini M.
2019-04-25,Basilashvili N.,Gojowczyk P.,Basilashvili N.
2019-04-25,Cilic M.,Cuevas P.,Cuevas P.
2019-04-25,Djere L.,Sinner J.,Djere L.
2019-04-26,Coric B.,Krajinovic F.,Krajinovic F.
2019-04-26,Herbert P.H.,Balazs A.,Herbert P.H.
2019-04-26,Cuevas P.,Berrettini M.,Berrettini M.
2019-04-26,Djere L.,Basilashvili N.,Djere L.
2019-04-27,Herbert P.H.,Krajinovic F.,Krajinovic F.
2019-04-27,Berrettini M.,Djere L.,Berrettini M.
2019-04-28,Krajinovic F.,Berrettini M.,Berrettini M.
2019-04-29,Andreozzi G.,Dellien H.,Andreozzi G.
2019-04-29,Mcdonald M.,Nishioka Y.,Nishioka Y.
2019-04-29,Opelka R.,Sousa P.,Opelka R.
2019-04-29,De Minaur A.,Domingues J.,Domingues J.
2019-04-30,Davidovich Fokina A.,Fritz T.,Davidovich Fokina A.
2019-04-30,Jarry N.,Jaziri M.,Jaziri M.
2019-04-30,Chardy J.,Carreno Busta P.,Chardy J.
2019-04-30,Tomic B.,Millman J.,Millman J.
2019-04-30,Cuevas P.,Caruso S.,Cuevas P.
2019-04-30,Popyrin A.,Sousa J.,Sousa J.
2019-04-30,Mayer L.,Lajovic D.,Mayer L.
2019-04-30,Kukushkin M.,Tiafoe F.,Tiafoe F.
2019-05-01,Monfils G.,Opelka R.,Monfils G.
2019-05-01,Andreozzi G.,Tsitsipas S.,Tsitsipas S.
2019-05-01,Davidovich Fokina A.,Chardy J.,Davidovich Fokina A.
2019-05-02,Baldi F.,Cuevas P.,Cuevas P.
2019-05-02,Goffin D.,Sousa J.,Goffin D.
2019-05-02,Mayer L.,Jaziri M.,Jaziri M.
2019-05-02,Tiafoe F.,Nishioka Y.,Tiafoe F.
2019-05-03,Domingues J.,Tsitsipas S.,Tsitsipas S.
2019-05-03,Goffin D.,Jaziri M.,Goffin D.
2019-05-03,Monfils G.,Davidovich Fokina A.,Davidovich Fokina A.
2019-05-03,Cuevas P.,Tiafoe F.,Cuevas P.
2019-05-04,Goffin D.,Tsitsipas S.,Tsitsipas S.
2019-05-04,Cuevas P.,Davidovich Fokina A.,Cuevas P.
2019-05-05,Cuevas P.,Tsitsipas S.,Tsitsipas S.
2019-04-29,Daniel T.,Humbert U.,Daniel T.
2019-04-29,Sonego L.,Fucsovics M.,Fucsovics M.
2019-04-30,Londero J.I.,Marterer M.,Londero J.I.
2019-04-30,Paire B.,Schwartzman D.,Schwartzman D.
2019-04-30,Klizan M.,Gulbis E.,Klizan M.
2019-04-30,Maden Y.,Garin C.,Garin C.
2019-04-30,Monteiro T.,Struff J.L.,Monteiro T.
2019-04-30,Seppi A.,Kohlschreiber P.,Kohlschreiber P.
2019-04-30,Pella G.,Zverev M.,Pella G.
2019-04-30,Istomin D.,Berrettini M.,Berrettini M.
2019-04-30,Molleker R.,Copil M.,Molleker R.
2019-04-30,Edmund K.,Kudla D.,Kudla D.
2019-05-01,Garin C.,Schwartzman D.,Garin C.
2019-05-01,Londero J.I.,Zverev A.,Zverev A.
2019-05-01,Cecchinato M.,Klizan M.,Cecchinato M.
2019-05-01,Monteiro T.,Fucsovics M.,Fucsovics M.
2019-05-02,Pella G.,Daniel T.,Pella G.
2019-05-02,Molleker R.,Bautista Agut R.,Bautista Agut R.
2019-05-02,Kohlschreiber P.,Khachanov K.,Kohlschreiber P.
2019-05-02,Kudla D.,Berrettini M.,Berrettini M.
2019-05-03,Cecchinato M.,Fucsovics M.,Cecchinato M.
2019-05-03,Zverev A.,Garin C.,Garin C.
2019-05-03,Berrettini M.,Kohlschreiber P.,Berrettini M.
2019-05-03,Pella G.,Bautista Agut R.,Bautista Agut R.
2019-05-04,Garin C.,Cecchinato M.,Garin C.
2019-05-05,Bautista Agut R.,Berrettini M.,Berrettini M.
2019-05-05,Garin C.,Berrettini M.,Garin C.
2019-05-05,Kyrgios N.,Struff J.L.,Struff J.L.
2019-05-05,Auger-Aliassime F.,Shapovalov D.,Auger-Aliassime F.
2019-05-06,Carreno Busta P.,Opelka R.,Opelka R.
2019-05-06,Khachanov K.,Munar J.,Khachanov K.
2019-05-06,Lajovic D.,Djere L.,Djere L.
2019-05-06,Tiafoe F.,Basilashvili N.,Tiafoe F.
2019-05-06,Kukushkin M.,Kohlschreiber P.,Kohlschreiber P.
2019-05-06,Cilic M.,Klizan M.,Cilic M.
2019-05-06,Dimitrov G.,Fritz T.,Fritz T.
2019-05-06,Monfils G.,Seppi A.,Monfils G.
2019-05-06,Davidovich Fokina A.,Gasquet R.,Gasquet R.
2019-05-06,Verdasco F.,Albot R.,Verdasco F.
2019-05-07,De Minaur A.,Hurkacz H.,Hurkacz H.
2019-05-07,Fucsovics M.,Goffin D.,Fucsovics M.
2019-05-07,Medvedev D.,Pella G.,Pella G.
2019-05-07,Wawrinka S.,Herbert P.H.,Wawrinka S.
2019-05-07,Sousa J.,Mannarino A.,Mannarino A.
2019-05-07,Schwartzman D.,Cecchinato M.,Schwartzman D.
2019-05-07,Edmund K.,Fognini F.,Fognini F.
2019-05-07,Dellien H.,Simon G.,Dellien H.
2019-05-07,Ramos-Vinolas A.,Chardy J.,Chardy J.
2019-05-07,Ferrer D.,Bautista Agut R.,Ferrer D.
2019-05-07,Johnson S.,Millman J.,Millman J.
2019-05-07,Pouille L.,Coric B.,Pouille L.
2019-05-07,Fritz T.,Djokovic N.,Djokovic N.
2019-05-07,Cilic M.,Struff J.L.,Cilic M.
2019-05-07,Gasquet R.,Federer R.,Federer R.
2019-05-08,Nishikori K.,Dellien H.,Nishikori K.
2019-05-08,Kohlschreiber P.,Tiafoe F.,Tiafoe F.
2019-05-08,Chardy J.,Schwartzman D.,Chardy J.
2019-05-08,Pella G.,Wawrinka S.,Wawrinka S.
2019-05-08,Monfils G.,Fucsovics M.,Monfils G.
2019-05-08,Del Potro J.M.,Djere L.,Djere L.
2019-05-08,Nadal R.,Auger-Aliassime F.,Nadal R.
2019-05-08,Millman J.,Fognini F.,Fognini F.
2019-05-08,Tsitsipas S.,Mannarino A.,Tsitsipas S.
2019-05-08,Pouille L.,Hurkacz H.,Hurkacz H.
2019-05-08,Verdasco F.,Khachanov K.,Verdasco F.
2019-05-08,Ferrer D.,Zverev A.,Zverev A.
2019-05-09,Cilic M.,Djere L.,Cilic M.
2019-05-09,Chardy J.,Djokovic N.,Djokovic N.
2019-05-09,Thiem D.,Fognini F.,Thiem D.
2019-05-09,Monfils G.,Federer R.,Federer R.
2019-05-09,Wawrinka S.,Nishikori K.,Wawrinka S.
2019-05-09,Verdasco F.,Tsitsipas S.,Tsitsipas S.
2019-05-09,Zverev A.,Hurkacz H.,Zverev A.
2019-05-09,Tiafoe F.,Nadal R.,Nadal R.
2019-05-10,Thiem D.,Federer R.,Thiem D.
2019-05-10,Zverev A.,Tsitsipas S.,Tsitsipas S.
2019-05-10,Nadal R.,Wawrinka S.,Nadal R.
2019-05-11,Thiem D.,Djokovic N.,Djokovic N.
2019-05-11,Tsitsipas S.,Nadal R.,Tsitsipas S.
2019-05-12,Tsitsipas S.,Djokovic N.,Djokovic N.
2019-05-12,Basilashvili N.,Fucsovics M.,Basilashvili N.
2019-05-12,Simon G.,Kohlschreiber P.,Kohlschreiber P.
2019-05-12,Berrettini M.,Pouille L.,Berrettini M.
2019-05-12,Johnson S.,Sinner J.,Sinner J.
2019-05-12,Bautista Agut R.,Seppi A.,Bautista Agut R.
2019-05-13,Auger-Aliassime F.,Coric B.,Coric B.
2019-05-13,Djere L.,Kukushkin M.,Djere L.
2019-05-13,Edmund K.,Verdasco F.,Verdasco F.
2019-05-13,Khachanov K.,Sonego L.,Khachanov K.
2019-05-13,Evans D.,Ruud C.,Ruud C.
2019-05-13,Shapovalov D.,Carreno Busta P.,Shapovalov D.
2019-05-13,De Minaur A.,Cecchinato M.,Cecchinato M.
2019-05-13,Ramos-Vinolas A.,Monfils G.,Ramos-Vinolas A.
2019-05-13,Millman J.,Norrie C.,Norrie C.
2019-05-13,Fognini F.,Tsonga J.W.,Fognini F.
2019-05-14,Paire B.,Albot R.,Albot R.
2019-05-14,Fritz T.,Pella G.,Fritz T.
2019-05-14,Wawrinka S.,Goffin D.,Goffin D.
2019-05-14,Chardy J.,Gasquet R.,Chardy J.
2019-05-14,Nishioka Y.,Schwartzman D.,Schwartzman D.
2019-05-14,Kyrgios N.,Medvedev D.,Kyrgios N.
2019-05-14,Tiafoe F.,Sousa J.,Sousa J.
2019-05-14,Cilic M.,Basso A.,Cilic M.
2019-05-14,Dimitrov G.,Struff J.L.,Struff J.L.
2019-05-14,Khachanov K.,Bautista Agut R.,Khachanov K.
2019-05-14,Zverev A.,Berrettini M.,Berrettini M.
2019-05-14,Basilashvili N.,Djere L.,Basilashvili N.
2019-05-14,Norrie C.,Coric B.,Coric B.
2019-05-16,Schwartzman D.,Ramos-Vinolas A.,Schwartzman D.
2019-05-16,Thiem D.,Verdasco F.,Verdasco F.
2019-05-16,Nishikori K.,Fritz T.,Nishikori K.
2019-05-16,Sousa J.,Federer R.,Federer R.
2019-05-16,Struff J.L.,Cilic M.,Struff J.L.
2019-05-16,Chardy J.,Nadal R.,Nadal R.
2019-05-16,Del Potro J.M.,Goffin D.,Del Potro J.M.
2019-05-16,Sinner J.,Tsitsipas S.,Tsitsipas S.
2019-05-16,Djokovic N.,Shapovalov D.,Djokovic N.
2019-05-16,Cecchinato M.,Kohlschreiber P.,Kohlschreiber P.
2019-05-16,Fognini F.,Albot R.,Fognini F.
2019-05-16,Berrettini M.,Schwartzman D.,Schwartzman D.
2019-05-16,Verdasco F.,Khachanov K.,Verdasco F.
2019-05-16,Coric B.,Federer R.,Federer R.
2019-05-16,Nishikori K.,Struff J.L.,Nishikori K.
2019-05-16,Ruud C.,Del Potro J.M.,Del Potro J.M.
2019-05-16,Nadal R.,Basilashvili N.,Nadal R.
2019-05-16,Kohlschreiber P.,Djokovic N.,Djokovic N.
2019-05-16,Tsitsipas S.,Fognini F.,Tsitsipas S.
2019-05-17,Nishikori K.,Schwartzman D.,Schwartzman D.
2019-05-17,Nadal R.,Verdasco F.,Nadal R.
2019-05-17,Del Potro J.M.,Djokovic N.,Djokovic N.
2019-05-18,Nadal R.,Tsitsipas S.,Nadal R.
2019-05-18,Schwartzman D.,Djokovic N.,Djokovic N.
2019-05-19,Nadal R.,Djokovic N.,Nadal R.
2019-05-19,Nishioka Y.,Gulbis E.,Gulbis E.
2019-05-19,Londero J.I.,Zverev M.,Londero J.I.
2019-05-20,Thompson J.,Kudla D.,Kudla D.
2019-05-20,Daniel T.,Zapata Miralles B.,Daniel T.
2019-05-20,Seppi A.,Dellien H.,Dellien H.
2019-05-20,Jarry N.,Ebden M.,Jarry N.
2019-05-20,Sonego L.,Albot R.,Albot R.
2019-05-20,Tipsarevic J.,Gojowczyk P.,Tipsarevic J.
2019-05-21,Mannarino A.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-05-21,Sousa J.,Mayer L.,Sousa J.
2019-05-21,Dimitrov G.,Delbonis F.,Delbonis F.
2019-05-21,Dzumhur D.,Lopez F.,Dzumhur D.
2019-05-21,Gulbis E.,Zverev A.,Zverev A.
2019-05-21,Dellien H.,Tipsarevic J.,Dellien H.
2019-05-22,Londero J.I.,Albot R.,Albot R.
2019-05-22,Delbonis F.,Fucsovics M.,Delbonis F.
2019-05-22,Garin C.,Daniel T.,Daniel T.
2019-05-22,Jarry N.,Kudla D.,Jarry N.
2019-05-22,Sousa J.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-05-22,Dzumhur D.,Wawrinka S.,Dzumhur D.
2019-05-23,Daniel T.,Jarry N.,Jarry N.
2019-05-23,Albot R.,Dzumhur D.,Albot R.
2019-05-23,Dellien H.,Zverev A.,Zverev A.
2019-05-23,Delbonis F.,Ramos-Vinolas A.,Delbonis F.
2019-05-24,Albot R.,Jarry N.,Jarry N.
2019-05-24,Zverev A.,Delbonis F.,Zverev A.
2019-05-25,Jarry N.,Zverev A.,Zverev A.
2019-05-19,Millman J.,Andujar P.,Millman J.
2019-05-19,Lajovic D.,Tsonga J.W.,Tsonga J.W.
2019-05-20,Humbert U.,Norrie C.,Humbert U.
2019-05-20,Harris L.,Johnson S.,Johnson S.
2019-05-20,Herbert P.H.,Chardy J.,Herbert P.H.
2019-05-20,Sinner J.,Lamasine T.,Lamasine T.
2019-05-20,Fritz T.,Vesely J.,Fritz T.
2019-05-20,Janvier M.,Gasquet R.,Gasquet R.
2019-05-21,Moutet C.,Opelka R.,Moutet C.
2019-05-21,Hurkacz H.,Cuevas P.,Cuevas P.
2019-05-21,Paire B.,Mcdonald M.,Paire B.
2019-05-21,Herbert P.H.,Johnson S.,Johnson S.
2019-05-21,Auger-Aliassime F.,Millman J.,Auger-Aliassime F.
2019-05-22,Cuevas P.,Paire B.,Paire B.
2019-05-22,Shapovalov D.,Humbert U.,Shapovalov D.
2019-05-22,Moutet C.,Bautista Agut R.,Bautista Agut R.
2019-05-22,Tsonga J.W.,Diez S.,Tsonga J.W.
2019-05-22,Lamasine T.,Basilashvili N.,Basilashvili N.
2019-05-23,Fritz T.,Bautista Agut R.,Fritz T.
2019-05-23,Shapovalov D.,Paire B.,Paire B.
2019-05-23,Basilashvili N.,Tsonga J.W.,Basilashvili N.
2019-05-23,Johnson S.,Auger-Aliassime F.,Auger-Aliassime F.
2019-05-24,Paire B.,Fritz T.,Paire B.
2019-05-24,Basilashvili N.,Auger-Aliassime F.,Auger-Aliassime F.
2019-05-25,Paire B.,Auger-Aliassime F.,Paire B.
2019-05-26,Fabbiano T.,Cilic M.,Cilic M.
2019-05-26,Popyrin A.,Humbert U.,Popyrin A.
2019-05-26,Gulbis E.,Ruud C.,Ruud C.
2019-05-26,Berrettini M.,Andujar P.,Berrettini M.
2019-05-26,Tipsarevic J.,Dimitrov G.,Dimitrov G.
2019-05-26,Tsitsipas S.,Marterer M.,Tsitsipas S.
2019-05-26,Jaziri M.,Otte O.,Otte O.
2019-05-26,Nishikori K.,Halys Q.,Nishikori K.
2019-05-26,Cecchinato M.,Mahut N.,Mahut N.
2019-05-26,Federer R.,Sonego L.,Federer R.
2019-05-26,Gunneswaran P.,Dellien H.,Dellien H.
2019-05-26,Schwartzman D.,Fucsovics M.,Schwartzman D.
2019-05-26,Ramos-Vinolas A.,Djere L.,Djere L.
2019-05-26,Kohlschreiber P.,Haase R.,Kohlschreiber P.
2019-05-26,Vesely J.,Mayer L.,Mayer L.
2019-05-26,Goffin D.,Berankis R.,Goffin D.
2019-05-27,Basilashvili N.,Londero J.I.,Londero J.I.
2019-05-27,Kecmanovic M.,Kudla D.,Kecmanovic M.
2019-05-27,Sousa J.,Carreno Busta P.,Carreno Busta P.
2019-05-27,De Minaur A.,Klahn B.,De Minaur A.
2019-05-27,Medvedev D.,Herbert P.H.,Herbert P.H.
2019-05-27,Krajinovic F.,Tiafoe F.,Krajinovic F.
2019-05-27,Vatutin A.,Moutet C.,Moutet C.
2019-05-27,Maden Y.,Coppejans K.,Maden Y.
2019-05-27,Opelka R.,Garin C.,Garin C.
2019-05-27,Gasquet R.,Zverev M.,Gasquet R.
2019-05-27,Muller A.,Carballes Baena R.,Carballes Baena R.
2019-05-27,Nadal R.,Hanfmann Y.,Nadal R.
2019-05-27,Bedene A.,Coric B.,Coric B.
2019-05-27,Pella G.,Andreozzi G.,Pella G.
2019-05-27,Martinez P.,Laaksonen H.,Laaksonen H.
2019-05-27,Wawrinka S.,Kovalik J.,Wawrinka S.
2019-05-27,Stakhovsky S.,Simon G.,Simon G.
2019-05-27,Tsonga J.W.,Gojowczyk P.,Tsonga J.W.
2019-05-27,Munar J.,Caruso S.,Caruso S.
2019-05-27,Djokovic N.,Hurkacz H.,Djokovic N.
2019-05-27,Rosol L.,Harris L.,Harris L.
2019-05-27,Paire B.,Copil M.,Paire B.
2019-05-27,Sandgren T.,Albot R.,Albot R.
2019-05-27,Bublik A.,Molleker R.,Bublik A.
2019-05-27,Janvier M.,Cuevas P.,Cuevas P.
2019-05-27,Struff J.L.,Shapovalov D.,Struff J.L.
2019-05-27,Paul T.,Thiem D.,Thiem D.
2019-05-28,Fognini F.,Seppi A.,Fognini F.
2019-05-28,Tomic B.,Fritz T.,Fritz T.
2019-05-28,Delbonis F.,Garcia-Lopez G.,Delbonis F.
2019-05-28,Jarry N.,Del Potro J.M.,Del Potro J.M.
2019-05-28,Zverev A.,Millman J.,Zverev A.
2019-05-28,Mcdonald M.,Nishioka Y.,Nishioka Y.
2019-05-28,Benchetrit E.,Norrie C.,Benchetrit E.
2019-05-28,Rola B.,Ymer M.,Ymer M.
2019-05-28,Lajovic D.,Monteiro T.,Lajovic D.
2019-05-28,Chardy J.,Edmund K.,Edmund K.
2019-05-28,Karlovic I.,Lopez F.,Karlovic I.
2019-05-28,Johnson S.,Bautista Agut R.,Bautista Agut R.
2019-05-28,Thompson J.,Davidovich Fokina A.,Thompson J.
2019-05-28,Kukushkin M.,Klizan M.,Klizan M.
2019-05-28,Pouille L.,Bolelli S.,Pouille L.
2019-05-28,Evans D.,Verdasco F.,Verdasco F.
2019-05-28,Barrere G.,Ebden M.,Barrere G.
2019-05-28,Dzumhur D.,Hoang A.,Hoang A.
2019-05-28,Mannarino A.,Travaglia S.,Mannarino A.
2019-05-28,Daniel T.,Monfils G.,Monfils G.
2019-05-29,Tsitsipas S.,Dellien H.,Tsitsipas S.
2019-05-29,Pella G.,Moutet C.,Moutet C.
2019-05-29,Nadal R.,Maden Y.,Nadal R.
2019-05-29,Kecmanovic M.,Goffin D.,Goffin D.
2019-05-29,Nishikori K.,Tsonga J.W.,Nishikori K.
2019-05-29,Gasquet R.,Londero J.I.,Londero J.I.
2019-05-29,Djere L.,Popyrin A.,Djere L.
2019-05-29,Carballes Baena R.,Krajinovic F.,Krajinovic F.
2019-05-29,Mahut N.,Kohlschreiber P.,Mahut N.
2019-05-29,Berrettini M.,Ruud C.,Ruud C.
2019-05-29,Dimitrov G.,Cilic M.,Dimitrov G.
2019-05-29,Garin C.,Wawrinka S.,Wawrinka S.
2019-05-29,Federer R.,Otte O.,Federer R.
2019-05-29,Herbert P.H.,Paire B.,Paire B.
2019-05-29,Carreno Busta P.,De Minaur A.,Carreno Busta P.
2019-05-30,Bublik A.,Thiem D.,Thiem D.
2019-05-30,Caruso S.,Simon G.,Caruso S.
2019-05-30,Schwartzman D.,Mayer L.,Mayer L.
2019-05-30,Zverev A.,Ymer M.,Zverev A.
2019-05-30,Laaksonen H.,Djokovic N.,Djokovic N.
2019-05-30,Hoang A.,Verdasco F.,Hoang A.
2019-05-30,Benchetrit E.,Lajovic D.,Lajovic D.
2019-05-30,Struff J.L.,Albot R.,Struff J.L.
2019-05-30,Karlovic I.,Thompson J.,Thompson J.
2019-05-30,Del Potro J.M.,Nishioka Y.,Del Potro J.M.
2019-05-30,Mannarino A.,Monfils G.,Monfils G.
2019-05-30,Coric B.,Harris L.,Coric B.
2019-05-30,Fritz T.,Bautista Agut R.,Bautista Agut R.
2019-05-30,Khachanov K.,Barrere G.,Khachanov K.
2019-05-30,Delbonis F.,Fognini F.,Fognini F.
2019-05-31,Klizan M.,Pouille L.,Klizan M.
2019-05-31,Djere L.,Nishikori K.,Nishikori K.
2019-05-31,Federer R.,Ruud C.,Federer R.
2019-05-31,Mahut N.,Mayer L.,Mayer L.
2019-05-31,Londero J.I.,Moutet C.,Londero J.I.
2019-05-31,Goffin D.,Nadal R.,Nadal R.
2019-06-01,Fognini F.,Bautista Agut R.,Fognini F.
2019-06-01,Lajovic D.,Zverev A.,Zverev A.
2019-06-01,Tsitsipas S.,Krajinovic F.,Tsitsipas S.
2019-06-01,Coric B.,Struff J.L.,Struff J.L.
2019-06-01,Wawrinka S.,Dimitrov G.,Wawrinka S.
2019-06-01,Caruso S.,Djokovic N.,Djokovic N.
2019-06-01,Thiem D.,Cuevas P.,Thiem D.
2019-06-01,Hoang A.,Monfils G.,Monfils G.
2019-06-01,Del Potro J.M.,Thompson J.,Del Potro J.M.
2019-06-01,Klizan M.,Khachanov K.,Khachanov K.
2019-06-02,Federer R.,Mayer L.,Federer R.
2019-06-02,Tsitsipas S.,Wawrinka S.,Wawrinka S.
2019-06-02,Nadal R.,Londero J.I.,Nadal R.
2019-06-03,Paire B.,Nishikori K.,Nishikori K.
2019-06-03,Djokovic N.,Struff J.L.,Djokovic N.
2019-06-03,Monfils G.,Thiem D.,Thiem D.
2019-06-03,Zverev A.,Fognini F.,Zverev A.
2019-06-03,Del Potro J.M.,Khachanov K.,Khachanov K.
2019-06-04,Federer R.,Wawrinka S.,Federer R.
2019-06-04,Nishikori K.,Nadal R.,Nadal R.
2019-06-06,Djokovic N.,Zverev A.,Djokovic N.
2019-06-06,Khachanov K.,Thiem D.,Thiem D.
2019-06-07,Nadal R.,Federer R.,Nadal R.
2019-06-08,Djokovic N.,Thiem D.,Thiem D.
2019-06-09,Nadal R.,Thiem D.,Nadal R.
2019-06-10,Rodionov J.,Fritz T.,Fritz T.
2019-06-10,Garin C.,Caruso S.,Garin C.
2019-06-10,Paul T.,Thompson J.,Thompson J.
2019-06-10,Haase R.,Humbert U.,Haase R.
2019-06-10,Sousa J.,Tiafoe F.,Tiafoe F.
2019-06-11,Gasquet R.,Bedene A.,Gasquet R.
2019-06-11,Sinner J.,Jarry N.,Jarry N.
2019-06-11,Seppi A.,Fabbiano T.,Seppi A.
2019-06-11,Davidovich Fokina A.,Goffin D.,Goffin D.
2019-06-11,Mannarino A.,De Bakker T.,Mannarino A.
2019-06-11,Ebden M.,Herbert P.H.,Herbert P.H.
2019-06-11,Kukushkin M.,Sonego L.,Kukushkin M.
2019-06-12,Tiafoe F.,Thompson J.,Thompson J.
2019-06-12,Coric B.,Fritz T.,Coric B.
2019-06-12,Seppi A.,De Minaur A.,De Minaur A.
2019-06-13,Goffin D.,Herbert P.H.,Goffin D.
2019-06-13,Haase R.,Garin C.,Garin C.
2019-06-13,Jarry N.,Tsitsipas S.,Jarry N.
2019-06-13,Verdasco F.,Mannarino A.,Mannarino A.
2019-06-14,Gasquet R.,Kukushkin M.,Gasquet R.
2019-06-14,Garin C.,Coric B.,Coric B.
2019-06-14,Mannarino A.,Goffin D.,Mannarino A.
2019-06-14,De Minaur A.,Thompson J.,Thompson J.
2019-06-14,Gasquet R.,Jarry N.,Gasquet R.
2019-06-16,Gasquet R.,Thompson J.,Thompson J.
2019-06-16,Mannarino A.,Coric B.,Mannarino A.
2019-06-16,Thompson J.,Mannarino A.,Mannarino A.
2019-06-10,Tsonga J.W.,Zverev M.,Tsonga J.W.
2019-06-10,Kohlschreiber P.,Kecmanovic M.,Kecmanovic M.
2019-06-11,Fucsovics M.,Munar J.,Fucsovics M.
2019-06-11,Shapovalov D.,Struff J.L.,Struff J.L.
2019-06-11,Raonic M.,Popyrin A.,Raonic M.
2019-06-11,Gulbis E.,Auger-Aliassime F.,Auger-Aliassime F.
2019-06-11,Brown D.,Millman J.,Brown D.
2019-06-11,Lopez F.,Pouille L.,Pouille L.
2019-06-11,Kudla D.,Galovic V.,Kudla D.
2019-06-11,Kyrgios N.,Berrettini M.,Berrettini M.
2019-06-11,Simon G.,Gojowczyk P.,Simon G.
2019-06-11,Johnson S.,Monfils G.,Monfils G.
2019-06-12,Fucsovics M.,Basilashvili N.,Fucsovics M.
2019-06-12,Tsonga J.W.,Raonic M.,Raonic M.
2019-06-12,Struff J.L.,Kecmanovic M.,Struff J.L.
2019-06-12,Medvedev D.,Pouille L.,Pouille L.
2019-06-13,Kudla D.,Monfils G.,Kudla D.
2019-06-13,Khachanov K.,Berrettini M.,Berrettini M.
2019-06-13,Brown D.,Zverev A.,Brown D.
2019-06-13,Simon G.,Auger-Aliassime F.,Auger-Aliassime F.
2019-06-14,Berrettini M.,Kudla D.,Berrettini M.
2019-06-14,Pouille L.,Struff J.L.,Struff J.L.
2019-06-14,Auger-Aliassime F.,Brown D.,Auger-Aliassime F.
2019-06-14,Fucsovics M.,Raonic M.,Raonic M.
2019-06-15,Berrettini M.,Struff J.L.,Berrettini M.
2019-06-16,Auger-Aliassime F.,Berrettini M.,Berrettini M.
2019-06-17,Albot R.,Ebden M.,Albot R.
2019-06-17,Kohlschreiber P.,Johnson S.,Johnson S.
2019-06-17,Herbert P.H.,Monfils G.,Herbert P.H.
2019-06-17,Hurkacz H.,Sousa J.,Sousa J.
2019-06-17,Khachanov K.,Kecmanovic M.,Khachanov K.
2019-06-17,Haase R.,Zverev A.,Zverev A.
2019-06-18,Gasquet R.,Gojowczyk P.,Gasquet R.
2019-06-18,Pella G.,Goffin D.,Goffin D.
2019-06-18,Struff J.L.,Djere L.,Struff J.L.
2019-06-18,Fritz T.,Bautista Agut R.,Bautista Agut R.
2019-06-18,Coric B.,Munar J.,Coric B.
2019-06-18,Molleker R.,Stakhovsky S.,Stakhovsky S.
2019-06-18,Seppi A.,Moraing M.,Seppi A.
2019-06-18,Paire B.,Tsonga J.W.,Tsonga J.W.
2019-06-18,Berrettini M.,Basilashvili N.,Berrettini M.
2019-06-18,Millman J.,Federer R.,Federer R.
2019-06-19,Goffin D.,Albot R.,Goffin D.
2019-06-19,Struff J.L.,Khachanov K.,Khachanov K.
2019-06-19,Herbert P.H.,Stakhovsky S.,Herbert P.H.
2019-06-19,Sousa J.,Coric B.,Coric B.
2019-06-20,Berrettini M.,Seppi A.,Berrettini M.
2019-06-20,Gasquet R.,Bautista Agut R.,Bautista Agut R.
2019-06-20,Zverev A.,Johnson S.,Zverev A.
2019-06-20,Tsonga J.W.,Federer R.,Federer R.
2019-06-21,Berrettini M.,Khachanov K.,Berrettini M.
